Epoch [1/50], Train Loss: 0.0166, Val Loss: 0.0150, Val R2: 0.7776
Epoch [2/50], Train Loss: 0.0160, Val Loss: 0.0149, Val R2: 0.7800
Epoch [3/50], Train Loss: 0.0159, Val Loss: 0.0148, Val R2: 0.7811
Epoch [4/50], Train Loss: 0.0157, Val Loss: 0.0148, Val R2: 0.7814
Epoch [5/50], Train Loss: 0.0157, Val Loss: 0.0148, Val R2: 0.7818
Epoch [6/50], Train Loss: 0.0157, Val Loss: 0.0147, Val R2: 0.7820
Epoch [7/50], Train Loss: 0.0156, Val Loss: 0.0147, Val R2: 0.7821
Epoch [8/50], Train Loss: 0.0157, Val Loss: 0.0147, Val R2: 0.7822
Epoch [9/50], Train Loss: 0.0157, Val Loss: 0.0147, Val R2: 0.7822
Epoch [10/50], Train Loss: 0.0157, Val Loss: 0.0147, Val R2: 0.7822
Epoch [11/50], Train Loss: 0.0156, Val Loss: 0.0147, Val R2: 0.7822
Epoch [12/50], Train Loss: 0.0157, Val Loss: 0.0147, Val R2: 0.7823
Epoch [13/50], Train Loss: 0.0157, Val Loss: 0.0147, Val R2: 0.7823
Epoch [14/50], Train Loss: 0.0156, Val Loss: 0.0147, Val R2: 0.7823
Epoch [15/50], Train Loss: 0.0156, Val Loss: 0.0147, Val R2: 0.7824
Epoch [16/50], Train Loss: 0.0157, Val Loss: 0.0147, Val R2: 0.7824
Epoch [17/50], Train Loss: 0.0157, Val Loss: 0.0147, Val R2: 0.7824
Epoch [18/50], Train Loss: 0.0156, Val Loss: 0.0147, Val R2: 0.7824
Epoch [19/50], Train Loss: 0.0157, Val Loss: 0.0147, Val R2: 0.7826
Epoch [20/50], Train Loss: 0.0156, Val Loss: 0.0147, Val R2: 0.7825
Epoch [21/50], Train Loss: 0.0157, Val Loss: 0.0147, Val R2: 0.7826
Epoch [22/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7827
Epoch [23/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7828
Epoch [24/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7829
Epoch [25/50], Train Loss: 0.0156, Val Loss: 0.0147, Val R2: 0.7829
Epoch [26/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7829
Epoch [27/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7830
Epoch [28/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7829
Epoch [29/50], Train Loss: 0.0154, Val Loss: 0.0147, Val R2: 0.7830
Epoch [30/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7830
Epoch [31/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7830
Epoch [32/50], Train Loss: 0.0154, Val Loss: 0.0147, Val R2: 0.7830
Epoch [33/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7830
Epoch [34/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7830
Epoch [35/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7830
Epoch [36/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7829
Epoch [37/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7830
Epoch [38/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7829
Epoch [39/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7830
Epoch [40/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7830
Epoch [41/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7828
Epoch [42/50], Train Loss: 0.0154, Val Loss: 0.0147, Val R2: 0.7830
Epoch [43/50], Train Loss: 0.0154, Val Loss: 0.0147, Val R2: 0.7830
Epoch [44/50], Train Loss: 0.0154, Val Loss: 0.0147, Val R2: 0.7830
Epoch [45/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7832
Epoch [46/50], Train Loss: 0.0154, Val Loss: 0.0147, Val R2: 0.7832
Epoch [47/50], Train Loss: 0.0155, Val Loss: 0.0147, Val R2: 0.7833
Epoch [48/50], Train Loss: 0.0154, Val Loss: 0.0147, Val R2: 0.7833
Epoch [49/50], Train Loss: 0.0153, Val Loss: 0.0146, Val R2: 0.7833
Epoch [50/50], Train Loss: 0.0154, Val Loss: 0.0146, Val R2: 0.7833
